Source Sentence,Reference Translation,Model Translation
mr barroso i have had to hear you say the word growth times in your speech,senhor presidente da comissao barroso tive de o ouvir dizer a palavra crescimento vezes na sua intervencao,senhor presidente o senhor deputado schulz referiu o senhor deputado schulz e que se refere a sua atencao para o futuro
this has already happened,essa tarefa ja esta terminada,esta encerrado
it must have taken months or even years,deve ter levado meses ou ate anos,sera que se trata de um processo de paz
this vote is the final step in a long process of negotiation which has been characterised by huge pressure mainly on the part of the powerful chemical industry this has led to the huge economic costs that may arise from the entry into force of standards contained in the first version of reach,esta votacao culminou um longo processo de negociacao marcado por enormes pressoes sobretudo da poderosa industria quimica dramatizando os custos economicos que poderiam resultar da entrada em vigor de normas contidas na primeira versao do reach,esta proposta de resolucao e um dos principais estadosmembros que se encontram em vigor em vigor em que a directiva relativa a seguranca e a necessidade de um sistema de accao para a qual se trata de um sistema de accao para a sua propria
that said i would also point out that it is important to link the arrangements to the various systems around europe in terms of organisation financing and similar aspects,dito isto gostaria de referir que e importante estabelecer uma relacao entre as modalidades dos diversos sistemas europeus em termos de organizacao de financiamento e de aspectos semelhantes,e evidente que este relatorio e importante que a questao da europa se aplica a um aumento da concorrencia e a promocao do mercado interno
presidentinoffice of the council,presidente em exercicio do conselho,em nome do grupo guengl
and that is why we must not allow the myth to develop in europe that this commission is balanced,e por isso nao podemos permitir que surja na europa a falsa ideia de que esta comissao e equilibrada,e por isso que nao e o que e importante que a comissao nao pode ser a sua propria politica
the commission will take the following into consideration in its amended proposal,na sua proposta modificada a comissao tem em conta os seguintes aspectos,a comissao esta a ser a comissao a fim de se pronunciar sobre o processo de paz
the use of renewable energy is one of the key objectives of the eus climate and energy package,a utilizacao de energias renovaveis e precisamente um dos objectivos que integra o pacote climaenergia da ue,a politica de coesao e um desenvolvimento sustentavel e a seguranca e a seguranca
the reason why the european union is now wholly opposed to ultraliberal globalisation is because everyone has realised that it has become globalisations main shoehorn including at the last wto summit at doha,se no fundo a uniao europeia concentra hoje em dia toda a contestacao contra a globalizacao ultraliberal e porque toda a gente compreendeu que ela se tinha tornado a sua principal ajudante inclusive em doha na ultima cimeira da omc,a questao da uniao europeia e a uniao europeia e a necessidade de um problema que se refere a um problema que se refere a um problema que se refere a um problema que se refere a sua politica
europe has a key role to play in encouraging strong competition cultures elsewhere in the world,a europa tem um importante papel a desempenhar no que se refere a promover no resto do mundo culturas caracterizadas por uma forte concorrencia,a europa tem de ser um papel importante para a europa e a sua politica de vizinhanca
from sweden to ireland and from the countries of the south to the new member states the situation is very serious everywhere for certain groups such as the unemployed single parents the elderly living alone and families with large numbers of children and women are in the majority in all these groups,da suecia a irlanda e dos paises do sul aos novos estadosmembros a situacao e muito grave em toda a parte para determinados grupos da populacao tais como os desempregados os pais solteiros os idosos que vivem sozinhos e as familias com muitos filhos sendo que as mulheres se encontram em maioria em todos estes grupos,em terceiro lugar a uniao europeia e a europa que se trata de um sistema de trabalho que se trata de um sistema de trabalho e de uma europa mais competitiva e que a europa e a sua vida e a sua vida e a
this enables business directory companies to abuse the current situation unopposed,uma tal situacao permite aos editores de directorios de empresas abusarem da situacao actual sem encontrarem oposicao,isto significa que os paises candidatos a fim de que a europa nao pode ser feito
the trigger was certainly the incomprehensible sentence passed against a women known as the qatif woman who was sentenced to lashes for having been found in a car talking to a man who was not part of her family,o detonador foi sem duvida a incompreensivel sentenca proferida contra uma mulher conhecida como a mulher de qatif que foi condenada a chicotadas por ter sido encontrada dentro de um automovel a conversar com um homem que nao fazia parte da sua familia,o governo europeu e um dos paises que se encontram em causa de um pais que nao se pode ser feito para o futuro e que nao se trata de um pais que nao se encontra em causa
i am truly grateful to mr izquierdo collado and this contrasts with the remarks made by mr berend that he has dealt with the subject on a much wider basis,estou muito grato ao senhor deputado izquierdo collado e isto diferentemente do que disse o nosso colega rolf berend que ja tinha trabalhado a vasta panoplia que e apresentada,agradeco a senhora deputada mckenna que o senhor deputado schulz e o senhor deputado schulz e o senhor deputado schulz e que se trata de um debate que nao se trata de um bom trabalho
i attribute this result at least in part to the fact that more citizens are finding the right address to turn to the first time around,atribuo estes resultados pelo menos parcialmente ao facto de cada vez mais cidadaos encontrarem logo o endereco certo ao qual devem dirigir as queixas,estou certo de que o que se trata de um problema que se refere a sua capacidade de modo a que se trata de uma solucao para o futuro
at any event preparing the union for the forthcoming enlargement opens up a question outstanding from amsterdam and that is the question of strengthened cooperation,seja como for preparar a uniao para os proximos alargamentos significa abrir uma questao deixada em suspenso apos amesterdao a saber a questao das cooperacoes reforcadas,no entanto o que se refere a politica de lisboa e a comissao e a sua posicao de que a europa esta a ser um pouco mais importante
mr president ladies and gentlemen i should like to thank mrs handzlik for drafting such an interesting report on the situation of the internal market in the new member states,senhor presidente minhas senhoras e meus senhores gostaria de agradecer a senhora deputada handzlik o relatorio tao interessante que elaborou sobre a situacao do mercado interno nos novos estadosmembros,senhor presidente senhoras e senhores deputados gostaria de agradecer a comissao dos assuntos juridicos e monetarios sobre a proposta de directiva relativa a seguranca alimentar
it certainly has not been proved to such an extent as to allow us with a clear conscience to draft law resulting in the imposition of specific behaviour in member states of the european union,nao ficaram seguramente provados a ponto de nos permitir em toda a consciencia elaborar legislacao que resulte na imposicao de um comportamento especifico nos estadosmembros da uniao europeia,nao e um bom que se trata de um acordo de trabalho que nao se trata de um novo sistema de accao para a aplicacao do processo de paz no que se refere a sua aplicacao
this means in particular that existing traditions should be maintained,desse modo devem preservarse tambem as tradicoes existentes,isto significa que a situacao nao pode ser a sua propria politica
now let us please endeavour to make good the deficit of the future and give the coming generations a sense of direction in the knowledge that we are working together slowly but surely to achieve something which will last,agora por favor tentemos dar tambem por encerrado esse defice de futuro e dar um sentido as novas geracoes pensando que estamos a trabalhar em conjunto com modestia mas tambem com seriedade para algo que ira perdurar,por isso temos de ser um pouco mais de que o que e possivel e que o que se pode ser feito e que o que se pode ser feito e que o que se pode ser feito e que a situacao nao se pode
this is not a failure of the presidency it may well be a failure of the council but one needs to distinguish between these things,nao e uma falha da presidencia pode muito bem ser um malogro do conselho mas e preciso que facamos a distincao entre as duas situacoes,nao e um bom que nao e o conselho e o conselho e o conselho nao se trata de um problema
i should like to ask the commissioner if he raised this issue last week during the first round of negotiations in buenos aires,gostaria de perguntar ao senhor comissario se levantou esta questao na semana passada durante a primeira ronda de negociacoes em buenos aires,gostaria de agradecer ao senhor deputado schulz pelo senhor deputado schulz pelo conselho que se trata de um acordo que se refere a um acordo
mr president on behalf of my group too i would like to support the rapporteurs motion,senhor presidente gostaria de apoiar tambem em nome do meu grupo a proposta do relator,senhor presidente senhor comissario gostaria de agradecer ao senhor deputado schulz o seu relatorio
recently following the discussions about nabucco i get the impression that we are playing with fire,recentemente por ocasiao de discussoes sobre o nabucco fiquei com a impressao de que estamos a brincar com o fogo,alem disso o conselho europeu de que se refere a sua posicao sobre a situacao de um pais
the commission is closely monitoring developments in the greek banking sector,a comissao esta a acompanhar de perto os desenvolvimentos no sector bancario grego,a comissao e a comissao a comissao a fim de um sistema de accao
the treaty of lisbon is quite clear on this the council is paramount as regards the quantity of spending whereas parliament has the last word on the quality of spending,o tratado de lisboa e bastante claro neste ponto o conselho e de suma importancia no que diz respeito a quantidade das despesas ao mesmo tempo que o parlamento tem a ultima palavra na qualidade dessas despesas,o conselho e o conselho e o conselho de ministros e a comissao europeia se encontra em vigor em que se trata de um acordo interinstitucional
i would be pleased if we could reach agreement in the coming days so that together we can demonstrate how determined parliament is,darmeia grande prazer se conseguissemos chegar a acordo nos proximo dias de modo a que todos juntos possamos demonstrar a grande determinacao do parlamento,espero que o parlamento europeu tenha sido um pouco mais de que o parlamento europeu se pode ser feito em relacao a todos os estadosmembros
this has already happened in some sectors,ja se conseguiram bons resultados nalguns sectores,esta questao tem de ser um pouco mais
we could not endorse the points in the report referring to the harmonization of macroeconomic policies point including budgetary policy point and fiscal policy point,nao pudemos apoiar o relatorio nos numeros que sugerem uma harmonizacao da politica macroeconomica incluindo a politica orcamental e a politica fiscal,nao podemos deixar de que a comissao e a comissao e a comissao e a comissao e a necessidade de um sistema de accao para a politica de coesao
the outcome of these discussions should be adopted as jha council conclusions in december,o resultado destas discussoes deve ser adoptado como conclusoes do conselho jai em dezembro de,o acordo de contas e um dos principais estadosmembros que se encontram em vigor
i trust it will be so,espero que assim seja,espero que o que se trata de um bom
the mandate given to the monuc personnel on the ground will no doubt be extended but it absolutely must be reevaluated and strengthened too so that this rising tide of violence can be stemmed,o mandato atribuido ao pessoal da monuc no terreno sera sem duvida prolongado devendo porem absolutamente ser tambem reavaliado e reforcado de molde a que esta vaga de crescente violencia possa ser reprimida,o acordo de trabalho e a comissao nao pode ser um pouco mais importante e que nao e possivel para que a europa nao se pode ser um pouco mais de um dos casos em que se trata de uma solucao
we see it very publicly particularly in the convention and also in the number of very successful negotiations through the codecision process,vemola duma forma muito aberta particularmente na convencao e tambem no numero de negociacoes muito bem sucedidas ao longo do processo de codecisao,e necessario que a comissao europeia e a comissao e a comissao se nao se trata de um acordo
therefore europe should make a significant response,a falta dele cabe a europa fornecer uma resposta importante,por isso e importante que a europa
the postponement and the response time given to the commission allow it to answer the questions from the committee on budgetary control within the set time,o adiamento e o prazo de resposta concedido a comissao permitemlhe responder as questoes da comissao do controlo orcamental no tempo que lhe concedemos,a proposta de resolucao e a comissao e a comissao que se trata de uma proposta de directiva que se refere a directiva relativa a directiva
ladies and gentlemen the group of the european liberal democrat and reform partys amendment no to article does not put scientific research on genetic material already obtained at risk,caros colegas no que se prende com o material genetico ja obtido a alteracao ao artigo o apresentada pelo grupo eldr nem agora nem de futuro ira constituir uma ameaca a investigacao cientifica,senhoras e senhores deputados o relatorio do conselho nao se trata de uma proposta de resolucao que se refere a um acordo de trabalho que nao se trata de um sistema de accao para a seguranca alimentar
they are a social phenomenon and it would be appalling if political movements particularly those with aspirations to govern were to attempt to use xenophobia and racism in order to win votes,e existem enquanto fenomeno social e sera dramatico se houver forcas politicas e sobretudo forcas politicas com aspiracao de governo que queiram utilizar a xenofobia e o racismo para ganhar votos,sao um mercado que e a sua vida e a sua capacidade de modo a ser um pouco mais de que a europa e a sua capacidade de modo a ser mais eficaz e que a situacao nao se pode ser aplicada
back in my country which does not belong to the euro area there is currently a discussion taking place along these lines this demonstrates precisely what we said when voting against the euro in,no meu pais que nao pertence a area do euro esta actualmente em curso uma discussao nos seguintes moldes esta demonstrado exactamente o que afirmamos quando votamos contra o euro em,por escrito a comissao nao se trata de um acordo de trabalho que nao se trata de um acordo de trabalho que se refere a sua posicao que se refere a sua posicao comum
i believe in calling a spade a spade tony blair is merely an urbane murderer,chamo as coisas pelo seu nome pelo que chamo assassino profano a tony blair,gostaria de referir que se trata de um acordo interinstitucional que foi um pouco mais importante
we are also a democratic instrument for applying pressure and informing the free world,somos tambem um instrumento democratico que pode ser usado para exercer pressao e informar o mundo livre,temos de ser um dos principais objectivos de uma politica de coesao e a sua politica
as you know i am a keen advocate of turkey joining the eu,como e do vosso conhecimento sou um grande defensor da adesao da turquia a ue,por escrito a minha opiniao que o senhor deputado schulz e um dos paises candidatos
it was a stimulating speech because i think that our parliament is truly in need of the kind of leadership which you have presented in your vision today,foi um discurso estimulante pois penso que o nosso parlamento necessita muito do tipo de lideranca que nos apresentou na sua visao,e um bom que o senhor deputado schulz e um pouco mais importante que o parlamento europeu tenha sido muito mais longe de que o que se refere a sua posicao
mr president of the commission i would very much like to remind you that all the great projects of european integration began with the commissions visions and outlines and that the commission was the spiritus rector and visionary behind almost every great step forward,senhor presidente da comissao gostaria de lhe recordar que na origem de todos os grandes projectos da integracao europeia estiveram as visoes e planos da comissao que a comissao foi em quase todas as etapas importantes o spiritus rector e desempenhou um papel visionario,senhor presidente em primeiro lugar gostaria de agradecer a comissao e a comissao e a comissao e a comissao e a comissao e a comissao que se trata de um sistema de accao para a qual se trata de uma politica de coesao
certainly at the moment it is difficult to get past each countrys various examination systems and teaching philosophies to reach any objective comparison of the teaching standards of the countries,e claro que e dificil neste momento ultrapassar os diferentes sistemas de avaliacao e as filosofias de ensino de cada pais para se chegar a uma comparacao objectiva entre os padroes de ensino dos paises,e por isso que se trata de uma solucao para o facto de o que se refere a sua capacidade de modo a que os paises candidatos a fim de se tornar mais eficaz e a sua capacidade de modo a ser mais eficaz e
they are however realistic given our starting point,mas sao objectivos realistas atendendo ao ponto de partida,mas temos de ser feito para o nosso objectivo
i was heartened by the fact that threequarters of the wto members could no longer be ignored,fiquei animada com o facto de ja nao ser possivel continuar a ignorar tres quartos dos membros da omc,nao posso deixar de que o conselho de ministros dos estadosmembros nao se encontra em vigor
lastly there is great interest in favour of the historic proposal from neighbouring arab countries to return to good relations with israel in exchange for a withdrawal from the occupied territories,manifestase finalmente um enorme interesse pela proposta historica dos vizinhos arabes com vista a normalizacao da relacao com israel em troca de uma retirada dos territorios ocupados,por escrito votei a favor da proposta de resolucao sobre a seguranca alimentar e a necessidade de um sistema de accao para a saude publica que se encontra em vigor
it is for that reason that i hope we will be able to complete this financial perspective which we owe to the european unions new member states under the incoming british presidency,por isso espero que possamos concluir estas perspectivas financeiras que devemos aos novos estadosmembros da ue sob a proxima presidencia britanica,e por isso que e importante que a questao da comissao e a necessidade de um acordo de accao para a uniao europeia que se trata de um sistema de accao
they have been shunned by our societies and they still suffer from a double punishment,foram rejeitados pelas nossas sociedades e ainda sofrem um duplo castigo,sao os nossos esforcos para os nossos cidadaos e a sua propria europa
we shall vote in three blocks and i hope that parliament will adopt the first block straight away thereby making the second block superfluous and finally vote in favour of the third block,votaremos em tres blocos e espero que o parlamento aprove o primeiro bloco de imediato tornando assim o segundo bloco superfluo e votando por fim a favor do terceiro bloco,ja foi dito que o parlamento europeu e o conselho e o conselho e o conselho de ministros e que nao se pode ser feito
everything is based on the socalled jefca report which dates from,todo o processo foi baseado no chamado relatorio jefca que data de,este e um dos principais relatorios que se encontram em relacao a este respeito
by this token i should like to remind you that the portuguese language including brazilian and galician portuguese is the third universal language of the european union following only english and spanish,neste sentido gostaria de lembrar que a lingua portuguesa e dentro dela o brasileiro e o galego e a terceira das linguas universais da uniao europeia apenas depois do ingles e do espanhol,por escrito gostaria de referir que a senhora deputada theato e a sua posicao de seguranca e a uniao europeia e a sua propria uniao europeia e a sua propria maioria e o seu pais
irrespective of how colleagues judge this issue if we want to be good advisers we must give fyrom friendly flexible advice,independentemente do modo como os colegas deputados encaram este problema se queremos ser bons conselheiros temos de dar a arjm conselhos amigaveis e flexiveis,alem disso o que se refere a questao do que e o que e o que e que a situacao e a unica forma de que a situacao seja a unica forma de que a situacao seja a unica maneira de ser mais eficaz
it also requires that other countries not least the most competitive textiles and clothing exporting countries should open their markets to competition too,tal requer igualmente que outros paises sem esquecer os mais competitivos em materia de exportacao de texteis e vestuario devam tambem abrir os seus mercados a concorrencia,nao podemos esquecer que os paises que se encontram em condicoes de producao de saude e de seguranca social e a seguranca alimentar nao e a sua propria europa
on behalf of the efd group mr president ukraines political scene is characterised by a gubernatorial style of leadership deeply rooted in the former soviet era,em nome do grupo efd senhor presidente o cenario politico na ucrania caracterizase por um estilo de governacao profundamente baseado na epoca sovietica,senhor presidente o senhor deputado schulz a uniao europeia e a sua posicao de um pais que se refere a sua capacidade de uma forma de uma solucao para a paz
there is goodwill as there may have been in the th century as there may have been in peking in the s,ha boa vontade como poderia ter havido no seculo ixx como poderia haver em pequim em,se o que se trata de um pouco mais de um pais que se refere a sua propria situacao
over the last ten years the number of allergies has multiplied by,o numero de casos de alergia aumentou vezes nos ultimos dez anos,no que diz respeito a sua parte a sua intervencao a nivel europeu
we have followed that carefully in our drafting,seguimos rigorosamente o seu acordao ao elaborarmos a proposta,temos de fazer tudo o que e o nosso apoio
at that time we shall have an indepth debate on the question with a contribution from the finnish presidency and a vote upon a text,assim vamos proceder a um debate extremamente aprofundado sobre a questao com a intervencao da presidencia finlandesa e a aprovacao de um texto,por escrito a questao que se trata de um debate sobre a questao do debate sobre a questao do debate sobre a sua posicao comum
in addition only around a third of people have completed tertiary education and this proportion is significantly lower than in the united states or japan for example,alem disso apenas cerca de um terco das pessoas concluiu o ensino superior sendo esta proporcao significativamente mais reduzida do que nos estados unidos ou no japao por exemplo,alem disso a fim de se tornar mais eficaz e a necessidade de um sistema de accao para a saude publica e a sua actividade e a sua capacidade de modo a ser mais eficaz
the british government like all european governments unreservedly condemns it,nunca utilizamos a tortura tal como nunca incitamos a tal pratica nem a perdoamos,o conselho europeu de ministros dos negocios estrangeiros e a sua propria maioria
the commission is monitoring the growth of internal opposition,a comissao esta a acompanhar o crescimento da oposicao interna,a comissao e a comissao a nivel europeu
mr president i wish to endorse all the praiseworthy remarks that have been made about nicole pery and to add one more her experience was very valuable for the committee on fisheries because she is also on the committee on development and cooperation and the two aspects are linked in a report of which i was the rapporteur adopted in this parliament in may,senhor presidente quero subscrever todos os comentarios lisonjeiros feitos acerca de nicole pery e acrescentar mais um a sua experiencia foi muito valiosa para a comissao das pescas porque ela faz tambem parte da comissao para o desenvolvimento e a cooperacao e esses dois aspectos estao interligados num relatorio de que fui relator e que foi aprovado em maio por este parlamento,senhor presidente em primeiro lugar gostaria de agradecer a este respeito a comissao e a comissao e a comissao e a comissao e a comissao e a necessidade de uma politica de coesao e que a politica de lisboa nao pode ser um pouco mais
will we put a label on every grain of rice,vamos por uma etiqueta em cada grao de arroz,ha que a situacao de um pais que se refere a sua actividade
the environment councils conclusions will also deal with the question of a decision concerning the eus proposal in the negotiations on emissions reductions for international aviation and maritime transport develop the eus strategy for measures in developing countries with regard to measurement reporting and verification of investments and the role of sectoral mechanisms and will further develop the eus strategy to combat deforestation and forest degradation in order to speed up the negotiations,as conclusoes do conselho ambiente incidirao tambem sobre a proposta da ue a apresentar nas negociacoes sobre a reducao de emissoes causadas pela aviacao internacional e pelo transporte maritimo sobre o desenvolvimento da estrategia comunitaria para adoptar medidas em relacao a paises em desenvolvimento relativas a avaliacao informacao e controlo do investimento realizado e sobre o papel dos mecanismos sectoriais o desenvolvimento da estrategia da ue de combate a desflorestacao e a degradacao florestal com vista a agilizar as negociacoes,a comissao europeia de junho de junho de um parlamento europeu e a comissao europeia a comissao europeia a fim de um dos paises da uniao europeia e a criacao de um mercado interno e a nivel europeu e a proteccao dos consumidores e a
the fifa world congress takes place in buenos aires at the beginning of july and fifa will then be aiming to incorporate into its rules all the broad principles that were collectively agreed,informoo de que a fifa realizara o seu congresso em buenos aires no final de julho e que nessa altura tentara inscrever nas suas normas todos os grandes principios que decidimos em conjunto,a uniao europeia tem de ser a sua propria situacao em que a europa e a sua propria europa e a sua propria europa tem de ser um pouco mais de um pais que se refere a sua propria
concerning the appointment procedure we have all discovered we are bound by regulations in ways that all sides realise is inappropriate such as the retirement age criteria projected to the end of the term of office and also on the gender issue,no que respeita ao processo de nomeacao todos nos verificamos que estamos limitados pelos regulamentos de uma maneira que todos consideram inadequada como e o caso dos criterios da idade da reforma previstos para o fim do mandato e tambem a questao do genero,no que se refere a este respeito a este respeito a este respeito a fim de o que se refere a sua capacidade de modo a que se trata de uma solucao para o futuro e a sua capacidade de modo a que os estadosmembros
we should move away from that,deveriamos afastarnos desse tipo de afirmacoes,temos de ser um problema
if we in the european parliament in contrast to many national parliaments still grant such wideranging protection then every single member should behave in such a way that we are justified in maintaining this practice,e quando diferentemente de muitos parlamentos nacionais concedemos ainda no parlamento europeu uma proteccao muito ampla aos nossos membros cada deputado deveria dar mostras de um comportamento que nos permita efectivamente manter essa pratica,se a comissao europeia se pode ser aprovada por um lado a comissao e a comissao que se trata de um sistema de accao que se refere a sua capacidade de modo a que se nao se trata de um sistema de accao
mr president mr borg ladies and gentlemen in this debate there are a number of things we need to recognise,senhor presidente senhor comissario borg senhoras e senhores deputados devemos reconhecer varias coisas no ambito deste debate,senhor presidente senhoras e senhores deputados gostaria de dizer que este debate e um pouco mais importante
thank you commissioner for your reply,obrigado senhor comissario pela resposta,obrigado senhor deputado posselt
we have already been promised before this agreement that this time things would be quite different,antes deste acordo ja nos tinha sido prometido que desta vez as coisas seriam muito diferentes,temos de ser um pouco mais importante para que se trata de um acordo interinstitucional
as the intention is for us to progressively build on our relationship in economic security policy and education policy terms it is extremely important that all our partners respect european values,dado que a intencao e desenvolver progressivamente as nossas relacoes em termos economicos de seguranca e de educacao e extremamente importante que todos os nossos parceiros respeitem os valores europeus,por escrito a questao da politica de coesao e a seguranca e a politica de coesao e a seguranca e a necessidade de uma politica de coesao nao se pode ser muito importante
womens networks in fisheries are already benefiting from community funding under programmes such as equal and certainly this funding will be enhanced with the entry into force of the european fisheries fund,as redes de mulheres no sector das pescas estao ja a beneficiar de financiamento comunitario ao abrigo de programas como o equal e esse financiamento sera certamente reforcado com a entrada em vigor do fundo europeu para as pescas,a uniao europeia a nivel europeu de saude e a seguranca alimentar e a necessidade de um sistema de accao de saude publica e a comissao nao se pode ser um pouco mais importante
only then can we give real hope to the million of our fellow human beings who are undernourished,so assim poderemos levar a verdadeira esperanca a milhoes de seres humanos nossos semelhantes subalimentados,se queremos que se trata de uma solucao para os nossos cidadaos e os paises que se encontram em causa
we are moving ever closer and our views have more and more in common but there is still a way to go and there is one particular point on which i believe that we still differ,estamos a aproximarnos cada vez mais e os nossos pontos de vista estao cada vez mais em sintonia contudo ainda nao chegamos la ha um ponto essencial relativamente ao qual em minha opiniao ainda divergimos,estamos a falar de um problema que e um pouco mais importante e que e que e que e possivel fazer uma solucao que se trata de um problema que se refere a sua propria situacao
what we are dealing with today is the first initiative in the form of a green paper aimed at considering together with other instruments the future proposal for a framework decision which will regulate as its title states the minimum rules on the procedural safeguards for suspects and defendants in criminal proceedings throughout the european union,o que temos hoje em maos e a primeira iniciativa sob a forma de livro branco destinada a estudar em conjunto com outros instrumentos a futura proposta de decisaoquadro que regera como o refere o seu titulo as normas minimas em materia de garantias processuais dos suspeitos e arguidos em procedimentos penais na uniao europeia,o que e importante e que o relatorio do conselho europeu de que se refere a sua posicao de directiva sobre a directiva relativa a directiva relativa a um sistema de accao para a qual se trata de um sistema de accao para a qual
part of this is the question whether or not people have a real choice say in the uk with its optout as to whether or not they work longer hours,o problema esta em saber se as pessoas tem realmente possibilidade de escolher se querem ou nao trabalhar mais horas por exemplo no caso do reino unido e do seu,e evidente que nao se trata de uma solucao para o facto de se ter sido possivel e nao so o que e que se trata de um sistema de paz que nao se pode ser feito
that is essential if we are truly going to integrate the market for capital raising,e um aspecto essencial se tencionamos verdadeiramente integrar o mercado para mobilizacao de capital,e por isso que se trata de uma maior parte dos direitos humanos
perhaps the following title could be adopted proposal for a european parliament and council directive on the systemic risk inherent in payment systems and securities settlement systems,talvez se pudesse adoptar o seguinte titulo proposta de directiva do parlamento europeu e do conselho respeitante aos riscos sistemicos nos sistemas de pagamentos e nos sistemas de liquidacao das transaccoes sobre valores mobiliarios,se o parlamento europeu e o conselho de ministros e um dos estadosmembros a comissao nao se trata de um acordo de trabalho e a nivel europeu e a seguranca
i have remarks to make concerning two chapters of the proposal financial aid and trade,tenho observacoes a fazer sobre dois capitulos da proposta ajuda financeira e comercio externo,concordo com a proposta de resolucao sobre a questao de um sistema de accao para a saude publica
i think that a well studied diplomatic manoeuvre might prove more profitable than we tended to believe,creio que uma manobra diplomatica bem estudada pode revelarse bem mais produtiva do que aquilo que temos tendencia a pensar,penso que a situacao e um problema que se refere a um aumento de um sistema de paz
it is also well known that in days gone by they helped protect the health of the inhabitants of fortified towns because where there are dogs there are no rats or snakes,e tambem bem conhecido que em tempos idos eles ajudavam a proteger a saude dos habitantes das cidades fortificadas porque onde ha caes nao ha ratos nem cobras,e evidente que a situacao dos nossos cidadaos nao se encontram em condicoes de que a uniao europeia nao se pode ser feito em relacao a uma solucao para os seus proprios paises
a less high profile exception that is important economically is the right of reverse engineering of computer software,uma excepcao economicamente importante com menos visibilidade e o direito a descompilacao do software para computador,e um dos paises que se trata de uma politica de coesao e de que a europa nao se pode ser feito
how would it be if the commission were to prepare a strategy for talking about the services directive,e se a comissao preparasse uma estrategia para falar da directiva servicos,no que se refere a comissao e a comissao a fim de que a comissao europeia
indeed we can only be delighted at the fact that the cultural dimension and the definition of increasingly specific european cultural objectives are being taken into consideration among european policies as a whole,nao podemos deixar efectivamente de nos congratular por se considerar a dimensao cultural e uma definicao cada vez mais rigorosa dos objectivos culturais europeus no conjunto das politicas europeias,por isso temos de ser um pouco mais importante para a comissao e a necessidade de uma politica de coesao social e a necessidade de uma maior parte dos custos da saude publica
the danger is that we have at present a number of differences as the commissioner has pointed out but we also have an overwhelming bundle of common interests,o perigo reside no facto de haver actualmente entre nos uma serie de divergencias tal como o senhor comissario referiu mas tambem temos uma grande quantidade de interesses comuns,o que e importante e que o senhor comissario e o facto de o conselho e que a comissao nao se trata de um problema que se refere a um problema
we can request the presence of the commissioner we cannot however compel it,nos solicitamos a presenca do comissario mas nao podemos impola,nao podemos deixar de que o senhor comissario nao e o senhor comissario a sua propria situacao
they then have their id papers taken are kept locked up rarely know where in the world they are hear only foreign tongues are beaten threatened and above all made to make their bodies available in whatever ways their customers may conceivably desire,depois tiramlhes os documentos de identificacao e encerramnas num local e elas raramente sabem sequer em que parte do mundo estao ouvem apenas linguas estrangeiras sao agredidas ameacadas e sobretudo obrigadas a oferecer o corpo para tudo o que os clientes possam desejar,os nossos concidadaos que se encontram em muitos casos de que os estadosmembros e os seus proprios paises nao sao os seus esforcos para que a europa e a sua propria forma a ser mais facil e que a europa e a sua propria europa
many have said that there is no single model but that all must proceed on the basis of their own concepts,muitos oradores firmaram que nao existe um modelo unico cabendo a cada um seguir os seus proprios conceitos,todos os nossos colegas nao sao muito importantes e nao so para que se trata de um sistema de paz
the commission has laid out a very clear blueprint of how much has been achieved and what has yet to be done before we reach the final hurdle,a comissao tracou um esquema muito claro do quanto ja foi alcancado e do que ha ainda a fazer antes de se chegar ao desafio final,a comissao tem de ser um pouco mais importante e que o parlamento europeu e um pouco mais importante para o que se refere a sua posicao
nevertheless since october i have not seen the commission making a genuine sustained effort on this matter,todavia desde outubro a esta parte nao constato nenhum esforco verdadeiramente sustentado da comissao neste sentido,por ultimo nao e o parlamento europeu nao e o conselho de ministros e nao se encontra em vigor
the charter of fundamental rights is helpful too,a carta dos direitos fundamentais tambem e util,a directiva relativa a seguranca e a seguranca alimentar
should this not already be a possibility or lead to concrete actions then you may wonder whether we should have any big illusions within the european union about the defence identity,caso isto nao faca parte das possibilidades ou nao leve a actividades concretas entao teremos de nos perguntar se na uniao europeia deveremos ter grandes ilusoes a respeito da identidade europeia de defesa,nao ha duvida que se trata de um acordo de trabalho que nao se trata de um sistema de accao para a situacao de um pais que se refere a sua capacidade de modo a que os paises candidatos a uniao europeia
so we in the alleanza nazionale will vote for those amendments which are aimed at better and more equal border tariff arrangements in the european union,pois bem nos membros da alleanza nazionale iremos votar a favor das alteracoes que tem como objectivo uma verdadeira organizacao melhor e mais justa das tarifas terminais da uniao europeia,por escrito a comissao e a comissao a comissao e a comissao e a sua actividade e a sua actividade a nivel europeu
therefore at laeken we must lose no time in marking out the only way forward acceptable to our citizens which is to set up a structure which is representative of the states and the elected members of both national and european parliaments a convention which will work on revising the treaties openly in the clear light of day fully reflecting the great debate which is now taking place in all the member states,e preciso portanto apontar em laeken sem mais hesitacoes para o unico caminho que pode ser aceite pelos nossos cidadaos o de uma estrutura representativa dos estados e dos deputados eleitos nacionais e europeus uma convencao que trabalhe na revisao dos tratados de forma clara aproveitando o grande debate que esta a decorrer neste momento em todos os estadosmembros,mas tambem e necessario que a comissao nao se pode ser um pouco mais importante para o conselho europeu de que se trata de um acordo de trabalho que se trata de um novo sistema de accao e a sua propria situacao e a sua
